,root_id,flow,super_class,class,sub_class,cell_type,hemibrain_type,hemilineage,side,nerve
3640,720575940618640542,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
3646,720575940614110375,afferent,sensory,olfactory,,,ORN_DC2,,right,AN
3648,720575940621860009,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
3651,720575940603911340,afferent,sensory,olfactory,,,ORN_VM5v,,left,AN
3652,720575940632108205,afferent,sensory,olfactory,,,ORN_VA3,,right,AN
3658,720575940614831291,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
3667,720575940609924306,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
3668,720575940610686162,afferent,sensory,olfactory,,,ORN_DP1l,,right,AN
3669,720575940617534676,afferent,sensory,olfactory,,,ORN_DP1m,,right,AN
3681,720575940620705012,afferent,sensory,olfactory,,ORN_VC5,ORN_VC3m,,right,AN
3684,720575940634057976,afferent,sensory,olfactory,,,ORN_VC1,,left,MxLbN
3689,720575940627528964,afferent,sensory,olfactory,,,ORN_D,,left,AN
3692,720575940622564621,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3694,720575940626111761,afferent,sensory,olfactory,,,ORN_VL2p,,left,AN
3698,720575940614053149,afferent,sensory,olfactory,,,ORN_V,,left,AN
3707,720575940632091951,afferent,sensory,olfactory,,,ORN_DL2v,,right,AN
3711,720575940615257395,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,right,AN
3713,720575940629151031,afferent,sensory,olfactory,,,ORN_VM1,,left,AN
3722,720575940608376132,afferent,sensory,olfactory,,,ORN_DP1m,,left,AN
3726,720575940628290895,afferent,sensory,olfactory,,ORN_VC5,ORN_VC3m,,left,AN
3728,720575940631911761,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,right,AN
3733,720575940620148059,afferent,sensory,olfactory,,,ORN_DL2v,,left,AN
3736,720575940633353568,afferent,sensory,olfactory,,,ORN_VM5d,,left,AN
3744,720575940643757422,afferent,sensory,olfactory,,,ORN_VC2,,left,MxLbN
3748,720575940620303732,afferent,sensory,olfactory,,,ORN_DC4,,left,AN
3764,720575940614880671,afferent,sensory,olfactory,,,ORN_VM7v,,right,MxLbN
3767,720575940631625124,afferent,sensory,olfactory,,,ORN_DL1,,left,AN
3774,720575940623367607,afferent,sensory,olfactory,,,ORN_VA5,,right,AN
3775,720575940625341880,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
3782,720575940624096708,afferent,sensory,olfactory,,,ORN_VA2,,right,AN
3784,720575940618821067,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
3786,720575940630511055,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
3795,720575940612455917,afferent,sensory,olfactory,,,ORN_DL2v,,right,AN
3797,720575940623482355,afferent,sensory,olfactory,,,ORN_VA2,,left,AN
3799,720575940630101497,afferent,sensory,olfactory,,,ORN_V,,right,AN
3805,720575940626980358,afferent,sensory,olfactory,,,ORN_DC1,,right,AN
3807,720575940624121358,afferent,sensory,olfactory,,,ORN_VM5v,,right,AN
3809,720575940619632148,afferent,sensory,olfactory,,ORN_VM6v,ORN_VC5,,right,AN
3813,720575940615994907,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
3815,720575940614053405,afferent,sensory,olfactory,,,ORN_V,,left,AN
3816,720575940633509407,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
3820,720575940622736934,afferent,sensory,olfactory,,,ORN_VC4,,right,AN
3823,720575940632239661,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,right,AN
3826,720575940615380530,afferent,sensory,olfactory,,,ORN_DL5,,right,AN
3836,720575940635745855,afferent,sensory,olfactory,,,ORN_VC2,,left,MxLbN
3840,720575940627316303,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
3847,720575940620574305,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
3848,720575940631240296,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
3855,720575940626202237,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
3860,720575940619812487,afferent,sensory,olfactory,,,ORN_DL5,,left,AN
3861,720575940632854156,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
3868,720575940612800153,afferent,sensory,olfactory,,,ORN_VL2p,,left,AN
3870,720575940627996315,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
3873,720575940654194337,afferent,sensory,olfactory,,,ORN_DM2,,right,AN
3878,720575940621844137,afferent,sensory,olfactory,,,ORN_VA7m,,right,AN
3881,720575940632624813,afferent,sensory,olfactory,,,ORN_VM5v,,right,AN
3890,720575940622204612,afferent,sensory,olfactory,,,ORN_DL1,,right,AN
3896,720575940610694866,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
3902,720575940614184671,afferent,sensory,olfactory,,,ORN_VM7d,,left,MxLbN
3909,720575940652064502,afferent,sensory,olfactory,,ORN_VC3,ORN_VC3l,,right,AN
3916,720575940628061968,afferent,sensory,olfactory,,,ORN_DC2,,left,AN
3917,720575940627595024,afferent,sensory,olfactory,,,ORN_DC1,,right,AN
3927,720575940622360358,afferent,sensory,olfactory,,,ORN_VA7m,,left,AN
3928,720575940623032102,afferent,sensory,olfactory,,,ORN_VM7v,,right,MxLbN
3935,720575940618903345,afferent,sensory,olfactory,,,ORN_DC2,,right,AN
3940,720575940631191353,afferent,sensory,olfactory,,ORN_VM6l,ORN_VC5,,left,AN
3943,720575940624555838,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
3953,720575940626726730,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
3957,720575940631510865,afferent,sensory,olfactory,,,ORN_DP1l,,right,AN
3962,720575940607811420,afferent,sensory,olfactory,,,ORN_VA2,,right,AN
3971,720575940615659381,afferent,sensory,olfactory,,,ORN_DM4,,right,AN
3978,720575940626349957,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
3979,720575940622761864,afferent,sensory,olfactory,,ORN_VM6m,ORN_VC5,,left,AN
3983,720575940627431311,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
3985,720575940614102930,afferent,sensory,olfactory,,,ORN_DM1,,right,AN
4006,720575940606001074,afferent,sensory,olfactory,,,ORN_DM1,,left,AN
4018,720575940614676447,afferent,sensory,olfactory,,,ORN_DC1,,left,AN
